filter,dist,n,target_fpr,neg_share,workload,threads,load_factor,fp_bits,ops,warmup_ops,rep,run,achieved_fpr,bpe,ops_per_s,p50,p95,p99,p50_ns,p95_ns,p99_ns,fail_rate,avg_kicks,stash_hits,avg_probe,cluster_mean,cluster_p99
cuckoo,sequential,10000000,0.001,0.5,read_only,1,0.95,16,1500000,150000,0,0,7.38e-05,26.8435,7898391.0,150ns,216ns,313ns,150.0,216.0,313.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.001,0.5,read_only,1,0.95,16,1500000,150000,1,1,7.38e-05,26.8435,7926785.0,151ns,203ns,315ns,151.0,203.0,315.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.001,0.5,read_only,1,0.95,16,1500000,150000,2,2,7.38e-05,26.8435,7947563.0,151ns,217ns,307ns,151.0,217.0,307.0,0.0,0.0,0.0,,,
quotient,sequential,10000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.0002863,41.943,8248016.0,150ns,252ns,343ns,150.0,252.0,343.0,,,,0.0,0.0,0.0
quotient,sequential,10000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.0002863,41.943,8251110.0,151ns,245ns,343ns,151.0,245.0,343.0,,,,0.0,0.0,0.0
quotient,sequential,10000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.0002863,41.943,8197559.0,151ns,251ns,346ns,151.0,251.0,346.0,,,,0.0,0.0,0.0
bloom,uniform,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,0,0,0.035445,16.7772,33489700.0,32ns,38ns,50ns,32.0,38.0,50.0,,,,,,
bloom,uniform,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,1,1,0.035445,16.7772,34483210.0,32ns,36ns,49ns,32.0,36.0,49.0,,,,,,
bloom,uniform,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,2,2,0.035445,16.7772,34773840.0,31ns,36ns,50ns,31.0,36.0,50.0,,,,,,
xor,uniform,1000000,0.01,0.0,read_only,1,0.95,8,1500000,150000,0,0,0.003436,33.5544,34515060.0,30ns,36ns,220ns,30.0,36.0,220.0,,,,,,
xor,uniform,1000000,0.01,0.0,read_only,1,0.95,8,1500000,150000,1,1,0.003436,33.5544,37034470.0,30ns,37ns,209ns,30.0,37.0,209.0,,,,,,
xor,uniform,1000000,0.01,0.0,read_only,1,0.95,8,1500000,150000,2,2,0.003436,33.5544,30422400.0,30ns,37ns,289ns,30.0,37.0,289.0,,,,,,
xor,uniform,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,0,0,0.000222,33.5544,37078180.0,31ns,37ns,211ns,31.0,37.0,211.0,,,,,,
xor,uniform,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,1,1,0.000222,33.5544,31254510.0,30ns,36ns,214ns,30.0,36.0,214.0,,,,,,
xor,uniform,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,2,2,0.000222,33.5544,36948500.0,30ns,36ns,215ns,30.0,36.0,215.0,,,,,,
xor,uniform,1000000,0.01,0.0,read_only,1,0.95,16,1500000,150000,0,0,1.4e-05,33.5544,36412680.0,30ns,36ns,213ns,30.0,36.0,213.0,,,,,,
xor,uniform,1000000,0.01,0.0,read_only,1,0.95,16,1500000,150000,1,1,1.4e-05,33.5544,36824870.0,30ns,37ns,220ns,30.0,37.0,220.0,,,,,,
xor,uniform,1000000,0.01,0.0,read_only,1,0.95,16,1500000,150000,2,2,1.4e-05,33.5544,37448230.0,30ns,36ns,212ns,30.0,36.0,212.0,,,,,,
cuckoo,uniform,1000000,0.01,0.0,read_only,1,0.95,8,1500000,150000,0,0,0.014732,33.5544,16545090.0,42ns,72ns,280ns,42.0,72.0,280.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.0,read_only,1,0.95,8,1500000,150000,1,1,0.014732,33.5544,16876610.0,43ns,71ns,299ns,43.0,71.0,299.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.0,read_only,1,0.95,8,1500000,150000,2,2,0.014732,33.5544,17588560.0,43ns,71ns,259ns,43.0,71.0,259.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,0,0,0.000977,33.5544,17465160.0,44ns,73ns,264ns,44.0,73.0,264.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,1,1,0.000977,33.5544,17652140.0,43ns,68ns,297ns,43.0,68.0,297.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,2,2,0.000977,33.5544,18639370.0,43ns,69ns,247ns,43.0,69.0,247.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.0,read_only,1,0.95,16,1500000,150000,0,0,4.5e-05,33.5544,18603740.0,43ns,66ns,282ns,43.0,66.0,282.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.0,read_only,1,0.95,16,1500000,150000,1,1,4.5e-05,33.5544,16820450.0,43ns,70ns,290ns,43.0,70.0,290.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.0,read_only,1,0.95,16,1500000,150000,2,2,4.5e-05,33.5544,16434680.0,42ns,72ns,302ns,42.0,72.0,302.0,0.0,0.0,0.0,,,
quotient,uniform,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,0,0,0.001834,52.4288,16721900.0,42ns,105ns,302ns,42.0,105.0,302.0,,,,0.0,0.0,0.0
quotient,uniform,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,1,1,0.001834,52.4288,16409200.0,42ns,104ns,310ns,42.0,104.0,310.0,,,,0.0,0.0,0.0
quotient,uniform,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,2,2,0.001834,52.4288,15119660.0,42ns,192ns,312ns,42.0,192.0,312.0,,,,0.0,0.0,0.0
bloom,uniform,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.035445,16.7772,18596010.0,30ns,45ns,57ns,30.0,45.0,57.0,,,,,,
bloom,uniform,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.035445,16.7772,19478800.0,29ns,44ns,55ns,29.0,44.0,55.0,,,,,,
bloom,uniform,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.035445,16.7772,17949460.0,30ns,45ns,56ns,30.0,45.0,56.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,0,0,0.003436,33.5544,17339250.0,32ns,38ns,226ns,32.0,38.0,226.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,1,1,0.003436,33.5544,16914030.0,32ns,38ns,273ns,32.0,38.0,273.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,2,2,0.003436,33.5544,18046150.0,31ns,38ns,216ns,31.0,38.0,216.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.000222,33.5544,16849720.0,32ns,38ns,288ns,32.0,38.0,288.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.000222,33.5544,16672040.0,32ns,38ns,213ns,32.0,38.0,213.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.000222,33.5544,17057480.0,32ns,38ns,291ns,32.0,38.0,291.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,0,0,1.4e-05,33.5544,17281960.0,32ns,38ns,219ns,32.0,38.0,219.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,1,1,1.4e-05,33.5544,17005220.0,32ns,38ns,267ns,32.0,38.0,267.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,2,2,1.4e-05,33.5544,17296860.0,32ns,38ns,288ns,32.0,38.0,288.0,,,,,,
cuckoo,uniform,1000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,0,0,0.014732,33.5544,11445320.0,40ns,65ns,277ns,40.0,65.0,277.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,1,1,0.014732,33.5544,12054610.0,40ns,56ns,274ns,40.0,56.0,274.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,2,2,0.014732,33.5544,11918860.0,40ns,57ns,274ns,40.0,57.0,274.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.000977,33.5544,12033670.0,40ns,57ns,276ns,40.0,57.0,276.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.000977,33.5544,10241030.0,42ns,147ns,284ns,42.0,147.0,284.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.000977,33.5544,10798190.0,42ns,80ns,276ns,42.0,80.0,276.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,0,0,4.5e-05,33.5544,12227090.0,40ns,56ns,241ns,40.0,56.0,241.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,1,1,4.5e-05,33.5544,11985440.0,40ns,57ns,274ns,40.0,57.0,274.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,2,2,4.5e-05,33.5544,11292730.0,40ns,59ns,268ns,40.0,59.0,268.0,0.0,0.0,0.0,,,
quotient,uniform,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.001834,52.4288,10844060.0,40ns,198ns,297ns,40.0,198.0,297.0,,,,0.0,0.0,0.0
quotient,uniform,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.001834,52.4288,10089710.0,41ns,207ns,319ns,41.0,207.0,319.0,,,,0.0,0.0,0.0
quotient,uniform,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.001834,52.4288,10615000.0,40ns,216ns,298ns,40.0,216.0,298.0,,,,0.0,0.0,0.0
bloom,uniform,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,0,0,0.035445,16.7772,25325330.0,30ns,49ns,61ns,30.0,49.0,61.0,,,,,,
bloom,uniform,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,1,1,0.035445,16.7772,25344960.0,30ns,49ns,60ns,30.0,49.0,60.0,,,,,,
bloom,uniform,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,2,2,0.035445,16.7772,25284410.0,31ns,50ns,62ns,31.0,50.0,62.0,,,,,,
xor,uniform,1000000,0.01,0.9,read_only,1,0.95,8,1500000,150000,0,0,0.003436,33.5544,22414110.0,30ns,37ns,236ns,30.0,37.0,236.0,,,,,,
xor,uniform,1000000,0.01,0.9,read_only,1,0.95,8,1500000,150000,1,1,0.003436,33.5544,23627220.0,30ns,36ns,220ns,30.0,36.0,220.0,,,,,,
xor,uniform,1000000,0.01,0.9,read_only,1,0.95,8,1500000,150000,2,2,0.003436,33.5544,21813500.0,30ns,37ns,268ns,30.0,37.0,268.0,,,,,,
xor,uniform,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,0,0,0.000222,33.5544,24688500.0,30ns,36ns,228ns,30.0,36.0,228.0,,,,,,
xor,uniform,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,1,1,0.000222,33.5544,22891310.0,31ns,37ns,230ns,31.0,37.0,230.0,,,,,,
xor,uniform,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,2,2,0.000222,33.5544,23517250.0,30ns,36ns,223ns,30.0,36.0,223.0,,,,,,
xor,uniform,1000000,0.01,0.9,read_only,1,0.95,16,1500000,150000,0,0,1.4e-05,33.5544,25152870.0,29ns,36ns,212ns,29.0,36.0,212.0,,,,,,
xor,uniform,1000000,0.01,0.9,read_only,1,0.95,16,1500000,150000,1,1,1.4e-05,33.5544,23937720.0,30ns,37ns,233ns,30.0,37.0,233.0,,,,,,
xor,uniform,1000000,0.01,0.9,read_only,1,0.95,16,1500000,150000,2,2,1.4e-05,33.5544,22021560.0,30ns,37ns,259ns,30.0,37.0,259.0,,,,,,
cuckoo,uniform,1000000,0.01,0.9,read_only,1,0.95,8,1500000,150000,0,0,0.014732,33.5544,17756650.0,40ns,49ns,239ns,40.0,49.0,239.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.9,read_only,1,0.95,8,1500000,150000,1,1,0.014732,33.5544,18333260.0,39ns,49ns,236ns,39.0,49.0,236.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.9,read_only,1,0.95,8,1500000,150000,2,2,0.014732,33.5544,18369680.0,40ns,49ns,230ns,40.0,49.0,230.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,0,0,0.000977,33.5544,17517430.0,40ns,49ns,249ns,40.0,49.0,249.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,1,1,0.000977,33.5544,15741580.0,40ns,51ns,233ns,40.0,51.0,233.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,2,2,0.000977,33.5544,17508700.0,40ns,50ns,225ns,40.0,50.0,225.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.9,read_only,1,0.95,16,1500000,150000,0,0,4.5e-05,33.5544,18143040.0,39ns,49ns,243ns,39.0,49.0,243.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.9,read_only,1,0.95,16,1500000,150000,1,1,4.5e-05,33.5544,18304170.0,40ns,49ns,265ns,40.0,49.0,265.0,0.0,0.0,0.0,,,
cuckoo,uniform,1000000,0.01,0.9,read_only,1,0.95,16,1500000,150000,2,2,4.5e-05,33.5544,17798950.0,40ns,49ns,278ns,40.0,49.0,278.0,0.0,0.0,0.0,,,
quotient,uniform,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,0,0,0.001834,52.4288,13421940.0,36ns,203ns,315ns,36.0,203.0,315.0,,,,0.0,0.0,0.0
quotient,uniform,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,1,1,0.001834,52.4288,15048020.0,36ns,134ns,297ns,36.0,134.0,297.0,,,,0.0,0.0,0.0
quotient,uniform,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,2,2,0.001834,52.4288,15428100.0,36ns,109ns,295ns,36.0,109.0,295.0,,,,0.0,0.0,0.0
bloom,sequential,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,0,0,0.035322,16.7772,36475490.0,30ns,36ns,48ns,30.0,36.0,48.0,,,,,,
bloom,sequential,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,1,1,0.035322,16.7772,36556040.0,30ns,37ns,50ns,30.0,37.0,50.0,,,,,,
bloom,sequential,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,2,2,0.035322,16.7772,36699770.0,29ns,35ns,47ns,29.0,35.0,47.0,,,,,,
xor,sequential,1000000,0.01,0.0,read_only,1,0.95,8,1500000,150000,0,0,0.003361,33.5544,35860850.0,28ns,36ns,217ns,28.0,36.0,217.0,,,,,,
xor,sequential,1000000,0.01,0.0,read_only,1,0.95,8,1500000,150000,1,1,0.003361,33.5544,34698660.0,28ns,36ns,227ns,28.0,36.0,227.0,,,,,,
xor,sequential,1000000,0.01,0.0,read_only,1,0.95,8,1500000,150000,2,2,0.003361,33.5544,35407470.0,29ns,36ns,282ns,29.0,36.0,282.0,,,,,,
xor,sequential,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,0,0,0.00019,33.5544,26585000.0,30ns,39ns,281ns,30.0,39.0,281.0,,,,,,
xor,sequential,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,1,1,0.00019,33.5544,29611240.0,30ns,37ns,263ns,30.0,37.0,263.0,,,,,,
xor,sequential,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,2,2,0.00019,33.5544,34659260.0,31ns,37ns,235ns,31.0,37.0,235.0,,,,,,
xor,sequential,1000000,0.01,0.0,read_only,1,0.95,16,1500000,150000,0,0,1.4e-05,33.5544,38133370.0,30ns,36ns,208ns,30.0,36.0,208.0,,,,,,
xor,sequential,1000000,0.01,0.0,read_only,1,0.95,16,1500000,150000,1,1,1.4e-05,33.5544,33786080.0,30ns,36ns,222ns,30.0,36.0,222.0,,,,,,
xor,sequential,1000000,0.01,0.0,read_only,1,0.95,16,1500000,150000,2,2,1.4e-05,33.5544,33753580.0,31ns,36ns,232ns,31.0,36.0,232.0,,,,,,
cuckoo,sequential,1000000,0.01,0.0,read_only,1,0.95,8,1500000,150000,0,0,0.014904,33.5544,18515980.0,45ns,68ns,296ns,45.0,68.0,296.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.0,read_only,1,0.95,8,1500000,150000,1,1,0.014904,33.5544,17453460.0,43ns,82ns,245ns,43.0,82.0,245.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.0,read_only,1,0.95,8,1500000,150000,2,2,0.014904,33.5544,18628520.0,43ns,72ns,256ns,43.0,72.0,256.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,0,0,0.00091,33.5544,15850090.0,43ns,117ns,297ns,43.0,117.0,297.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,1,1,0.00091,33.5544,17246830.0,43ns,72ns,281ns,43.0,72.0,281.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,2,2,0.00091,33.5544,17901150.0,44ns,74ns,285ns,44.0,74.0,285.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.0,read_only,1,0.95,16,1500000,150000,0,0,5.5e-05,33.5544,18833660.0,43ns,66ns,258ns,43.0,66.0,258.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.0,read_only,1,0.95,16,1500000,150000,1,1,5.5e-05,33.5544,18182620.0,43ns,69ns,278ns,43.0,69.0,278.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.0,read_only,1,0.95,16,1500000,150000,2,2,5.5e-05,33.5544,18414750.0,43ns,67ns,286ns,43.0,67.0,286.0,0.0,0.0,0.0,,,
quotient,sequential,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,0,0,0.001903,52.4288,16520540.0,45ns,106ns,305ns,45.0,106.0,305.0,,,,0.0,0.0,0.0
quotient,sequential,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,1,1,0.001903,52.4288,16241520.0,47ns,118ns,311ns,47.0,118.0,311.0,,,,0.0,0.0,0.0
quotient,sequential,1000000,0.01,0.0,read_only,1,0.95,12,1500000,150000,2,2,0.001903,52.4288,17357000.0,42ns,125ns,284ns,42.0,125.0,284.0,,,,0.0,0.0,0.0
bloom,sequential,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.035322,16.7772,19818420.0,29ns,44ns,59ns,29.0,44.0,59.0,,,,,,
bloom,sequential,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.035322,16.7772,19449790.0,29ns,44ns,58ns,29.0,44.0,58.0,,,,,,
bloom,sequential,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.035322,16.7772,18643120.0,30ns,45ns,56ns,30.0,45.0,56.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,0,0,0.003361,33.5544,17559630.0,33ns,40ns,295ns,33.0,40.0,295.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,1,1,0.003361,33.5544,18294410.0,31ns,38ns,265ns,31.0,38.0,265.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,2,2,0.003361,33.5544,17202240.0,32ns,38ns,251ns,32.0,38.0,251.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.00019,33.5544,16796330.0,32ns,38ns,274ns,32.0,38.0,274.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.00019,33.5544,18350570.0,31ns,38ns,285ns,31.0,38.0,285.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.00019,33.5544,17854130.0,31ns,39ns,279ns,31.0,39.0,279.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,0,0,1.4e-05,33.5544,16749130.0,32ns,38ns,279ns,32.0,38.0,279.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,1,1,1.4e-05,33.5544,18503540.0,31ns,38ns,250ns,31.0,38.0,250.0,,,,,,
xor,sequential,1000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,2,2,1.4e-05,33.5544,18051700.0,31ns,38ns,263ns,31.0,38.0,263.0,,,,,,
cuckoo,sequential,1000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,0,0,0.014904,33.5544,11696930.0,40ns,57ns,276ns,40.0,57.0,276.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,1,1,0.014904,33.5544,10509960.0,41ns,59ns,295ns,41.0,59.0,295.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,2,2,0.014904,33.5544,11455650.0,41ns,68ns,272ns,41.0,68.0,272.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.00091,33.5544,11610790.0,41ns,58ns,278ns,41.0,58.0,278.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.00091,33.5544,11925900.0,41ns,58ns,271ns,41.0,58.0,271.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.00091,33.5544,11034570.0,41ns,76ns,286ns,41.0,76.0,286.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,0,0,5.5e-05,33.5544,11709650.0,40ns,57ns,277ns,40.0,57.0,277.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,1,1,5.5e-05,33.5544,11465550.0,40ns,57ns,274ns,40.0,57.0,274.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,2,2,5.5e-05,33.5544,11686630.0,40ns,58ns,282ns,40.0,58.0,282.0,0.0,0.0,0.0,,,
quotient,sequential,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.001903,52.4288,10469470.0,41ns,159ns,297ns,41.0,159.0,297.0,,,,0.0,0.0,0.0
quotient,sequential,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.001903,52.4288,10456570.0,41ns,207ns,301ns,41.0,207.0,301.0,,,,0.0,0.0,0.0
quotient,sequential,1000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.001903,52.4288,9886702.0,42ns,222ns,317ns,42.0,222.0,317.0,,,,0.0,0.0,0.0
bloom,sequential,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,0,0,0.035322,16.7772,25601420.0,31ns,50ns,60ns,31.0,50.0,60.0,,,,,,
bloom,sequential,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,1,1,0.035322,16.7772,25881110.0,30ns,50ns,61ns,30.0,50.0,61.0,,,,,,
bloom,sequential,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,2,2,0.035322,16.7772,24482700.0,29ns,48ns,67ns,29.0,48.0,67.0,,,,,,
xor,sequential,1000000,0.01,0.9,read_only,1,0.95,8,1500000,150000,0,0,0.003361,33.5544,23703180.0,29ns,38ns,267ns,29.0,38.0,267.0,,,,,,
xor,sequential,1000000,0.01,0.9,read_only,1,0.95,8,1500000,150000,1,1,0.003361,33.5544,24090730.0,29ns,36ns,257ns,29.0,36.0,257.0,,,,,,
xor,sequential,1000000,0.01,0.9,read_only,1,0.95,8,1500000,150000,2,2,0.003361,33.5544,22667700.0,30ns,38ns,280ns,30.0,38.0,280.0,,,,,,
xor,sequential,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,0,0,0.00019,33.5544,21521590.0,31ns,42ns,278ns,31.0,42.0,278.0,,,,,,
xor,sequential,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,1,1,0.00019,33.5544,22748480.0,30ns,37ns,291ns,30.0,37.0,291.0,,,,,,
xor,sequential,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,2,2,0.00019,33.5544,23268910.0,30ns,36ns,265ns,30.0,36.0,265.0,,,,,,
xor,sequential,1000000,0.01,0.9,read_only,1,0.95,16,1500000,150000,0,0,1.4e-05,33.5544,20147090.0,31ns,40ns,278ns,31.0,40.0,278.0,,,,,,
xor,sequential,1000000,0.01,0.9,read_only,1,0.95,16,1500000,150000,1,1,1.4e-05,33.5544,22928770.0,30ns,36ns,293ns,30.0,36.0,293.0,,,,,,
xor,sequential,1000000,0.01,0.9,read_only,1,0.95,16,1500000,150000,2,2,1.4e-05,33.5544,23415580.0,30ns,36ns,282ns,30.0,36.0,282.0,,,,,,
cuckoo,sequential,1000000,0.01,0.9,read_only,1,0.95,8,1500000,150000,0,0,0.014904,33.5544,16858300.0,40ns,49ns,252ns,40.0,49.0,252.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.9,read_only,1,0.95,8,1500000,150000,1,1,0.014904,33.5544,16472010.0,40ns,50ns,266ns,40.0,50.0,266.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.9,read_only,1,0.95,8,1500000,150000,2,2,0.014904,33.5544,15470860.0,40ns,52ns,260ns,40.0,52.0,260.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,0,0,0.00091,33.5544,18374350.0,40ns,49ns,242ns,40.0,49.0,242.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,1,1,0.00091,33.5544,18052180.0,40ns,50ns,241ns,40.0,50.0,241.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,2,2,0.00091,33.5544,16247430.0,40ns,50ns,275ns,40.0,50.0,275.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.9,read_only,1,0.95,16,1500000,150000,0,0,5.5e-05,33.5544,16703860.0,42ns,51ns,257ns,42.0,51.0,257.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.01,0.9,read_only,1,0.95,16,1500000,150000,1,1,5.5e-05,33.5544,17464250.0,42ns,50ns,270ns,42.0,50.0,270.0,0.0,0.0,0.0,,,
