filter,dist,n,target_fpr,neg_share,workload,threads,load_factor,fp_bits,ops,warmup_ops,rep,run,achieved_fpr,bpe,ops_per_s,p50,p95,p99,p50_ns,p95_ns,p99_ns,fail_rate,avg_kicks,stash_hits,avg_probe,cluster_mean,cluster_p99
quotient,sequential,1000000,0.01,0.5,balanced,1,0.85,12,1500000,150000,2,2,0.001903,49.6629,7434888.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.9,12,1500000,150000,0,0,0.00091,28.6308,9743345.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.9,12,1500000,150000,1,1,0.00091,28.6308,8621933.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.9,12,1500000,150000,2,2,0.00091,28.6308,9668868.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
quotient,sequential,1000000,0.01,0.5,balanced,1,0.9,12,1500000,150000,0,0,0.001903,49.6629,7503010.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.9,12,1500000,150000,1,1,0.001903,49.6629,7708209.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.9,12,1500000,150000,2,2,0.001903,49.6629,7183242.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.95,12,1500000,150000,0,0,0.00091,28.6308,9595011.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.95,12,1500000,150000,1,1,0.00091,28.6308,9640033.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.95,12,1500000,150000,2,2,0.00091,28.6308,9502327.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
quotient,sequential,1000000,0.01,0.5,balanced,1,0.95,12,1500000,150000,0,0,0.001903,49.6629,7467109.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.95,12,1500000,150000,1,1,0.001903,49.6629,7688225.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.95,12,1500000,150000,2,2,0.001903,49.6629,7693291.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
bloom,uniform,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,0,0,0.035445,16.7772,16788120.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,uniform,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,1,1,0.035445,16.7772,15904610.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,uniform,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,2,2,0.035445,16.7772,17234700.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,1,0.8,8,1500000,150000,0,0,0.003436,33.5544,16381860.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,1,0.8,8,1500000,150000,1,1,0.003436,33.5544,13645050.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,1,0.8,8,1500000,150000,2,2,0.003436,33.5544,13960060.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,0,0,0.000222,33.5544,15685250.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,1,1,0.000222,33.5544,13081470.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,2,2,0.000222,33.5544,16181850.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,1,0.8,16,1500000,150000,0,0,1.4e-05,33.5544,16593000.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,1,0.8,16,1500000,150000,1,1,1.4e-05,33.5544,16605950.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,1,0.8,16,1500000,150000,2,2,1.4e-05,33.5544,16315430.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,1,0.8,8,1500000,150000,0,0,0.014732,31.2161,10136250.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009325,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,1,0.8,8,1500000,150000,1,1,0.014732,31.2161,10450620.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009325,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,1,0.8,8,1500000,150000,2,2,0.014732,31.2161,10444260.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009325,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,0,0,0.000977,31.2161,8684483.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009231,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,1,1,0.000977,31.2161,7378419.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009231,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,2,2,0.000977,31.2161,7442604.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009231,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,1,0.8,16,1500000,150000,0,0,4.5e-05,31.2161,7445515.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009261,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,1,0.8,16,1500000,150000,1,1,4.5e-05,31.2161,7523296.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009261,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,1,0.8,16,1500000,150000,2,2,4.5e-05,31.2161,7862060.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009261,0.0,,,
quotient,uniform,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,0,0,0.001834,49.8007,7352832.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.252392,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,1,1,0.001834,49.8007,7490341.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.252392,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,read_mostly,1,0.8,12,1500000,150000,2,2,0.001834,49.8007,7433678.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.252392,2.407121,12.0
bloom,uniform,1000000,0.01,0.5,read_mostly,2,0.8,12,1500000,150000,0,0,0.035445,16.7772,20539820.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,uniform,1000000,0.01,0.5,read_mostly,2,0.8,12,1500000,150000,1,1,0.035445,16.7772,20417400.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,uniform,1000000,0.01,0.5,read_mostly,2,0.8,12,1500000,150000,2,2,0.035445,16.7772,20326390.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,2,0.8,8,1500000,150000,0,0,0.003436,33.5544,17860650.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,2,0.8,8,1500000,150000,1,1,0.003436,33.5544,17205510.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,2,0.8,8,1500000,150000,2,2,0.003436,33.5544,17798110.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,2,0.8,12,1500000,150000,0,0,0.000222,33.5544,19761910.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,2,0.8,12,1500000,150000,1,1,0.000222,33.5544,18049040.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,2,0.8,12,1500000,150000,2,2,0.000222,33.5544,19415260.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,2,0.8,16,1500000,150000,0,0,1.4e-05,33.5544,17867010.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,2,0.8,16,1500000,150000,1,1,1.4e-05,33.5544,18475550.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,2,0.8,16,1500000,150000,2,2,1.4e-05,33.5544,17401070.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,2,0.8,8,1500000,150000,0,0,0.014732,31.2097,9144107.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009364,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,2,0.8,8,1500000,150000,1,1,0.014732,31.2097,8692240.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009364,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,2,0.8,8,1500000,150000,2,2,0.014732,31.2097,8913429.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009365,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,2,0.8,12,1500000,150000,0,0,0.000977,31.2097,9351412.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.00931,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,2,0.8,12,1500000,150000,1,1,0.000977,31.2097,9038757.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009311,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,2,0.8,12,1500000,150000,2,2,0.000977,31.2097,9380613.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009311,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,2,0.8,16,1500000,150000,0,0,4.5e-05,31.2097,9184649.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009265,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,2,0.8,16,1500000,150000,1,1,4.5e-05,31.2097,9543154.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009265,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,2,0.8,16,1500000,150000,2,2,4.5e-05,31.2097,9426408.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009264,0.0,,,
quotient,uniform,1000000,0.01,0.5,read_mostly,2,0.8,12,1500000,150000,0,0,0.001834,49.806,5990680.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.252364,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,read_mostly,2,0.8,12,1500000,150000,1,1,0.001834,49.806,3934019.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.252393,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,read_mostly,2,0.8,12,1500000,150000,2,2,0.001834,49.806,4683976.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.252409,2.407121,12.0
bloom,uniform,1000000,0.01,0.5,read_mostly,4,0.8,12,1500000,150000,0,0,0.035445,16.7772,47764470.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,uniform,1000000,0.01,0.5,read_mostly,4,0.8,12,1500000,150000,1,1,0.035445,16.7772,46609260.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,uniform,1000000,0.01,0.5,read_mostly,4,0.8,12,1500000,150000,2,2,0.035445,16.7772,45862640.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,4,0.8,8,1500000,150000,0,0,0.003436,33.5544,40361900.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,4,0.8,8,1500000,150000,1,1,0.003436,33.5544,35303180.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,4,0.8,8,1500000,150000,2,2,0.003436,33.5544,36931430.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,4,0.8,12,1500000,150000,0,0,0.000222,33.5544,46074840.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,4,0.8,12,1500000,150000,1,1,0.000222,33.5544,40127500.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,4,0.8,12,1500000,150000,2,2,0.000222,33.5544,46966050.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,4,0.8,16,1500000,150000,0,0,1.4e-05,33.5544,42375570.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,4,0.8,16,1500000,150000,1,1,1.4e-05,33.5544,42347640.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,4,0.8,16,1500000,150000,2,2,1.4e-05,33.5544,42472350.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,4,0.8,8,1500000,150000,0,0,0.014732,31.2068,4198696.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009477,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,4,0.8,8,1500000,150000,1,1,0.014732,31.2068,3365712.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009495,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,4,0.8,8,1500000,150000,2,2,0.014732,31.2068,3694761.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.00949,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,4,0.8,12,1500000,150000,0,0,0.000977,31.2068,3585244.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009397,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,4,0.8,12,1500000,150000,1,1,0.000977,31.2068,3602679.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009395,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,4,0.8,12,1500000,150000,2,2,0.000977,31.2068,3821465.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009371,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,4,0.8,16,1500000,150000,0,0,4.5e-05,31.2068,3276152.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009266,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,4,0.8,16,1500000,150000,1,1,4.5e-05,31.2068,3139943.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009263,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,4,0.8,16,1500000,150000,2,2,4.5e-05,31.2068,3610976.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009261,0.0,,,
quotient,uniform,1000000,0.01,0.5,read_mostly,4,0.8,12,1500000,150000,0,0,0.001834,49.8063,3241381.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.251858,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,read_mostly,4,0.8,12,1500000,150000,1,1,0.001834,49.8063,3197677.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.252158,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,read_mostly,4,0.8,12,1500000,150000,2,2,0.001834,49.8063,3027079.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.252213,2.407121,12.0
bloom,uniform,1000000,0.01,0.5,read_mostly,8,0.8,12,1500000,150000,0,0,0.035445,16.7772,92381280.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,uniform,1000000,0.01,0.5,read_mostly,8,0.8,12,1500000,150000,1,1,0.035445,16.7772,87615670.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,uniform,1000000,0.01,0.5,read_mostly,8,0.8,12,1500000,150000,2,2,0.035445,16.7772,87470290.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,8,0.8,8,1500000,150000,0,0,0.003436,33.5544,84157630.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,8,0.8,8,1500000,150000,1,1,0.003436,33.5544,85338140.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,8,0.8,8,1500000,150000,2,2,0.003436,33.5544,85861540.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,8,0.8,12,1500000,150000,0,0,0.000222,33.5544,87486050.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,8,0.8,12,1500000,150000,1,1,0.000222,33.5544,93849940.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,8,0.8,12,1500000,150000,2,2,0.000222,33.5544,87001560.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,8,0.8,16,1500000,150000,0,0,1.4e-05,33.5544,85461060.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,8,0.8,16,1500000,150000,1,1,1.4e-05,33.5544,86772230.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,8,0.8,16,1500000,150000,2,2,1.4e-05,33.5544,109332800.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,8,0.8,8,1500000,150000,0,0,0.014732,31.213,3498598.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009357,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,8,0.8,8,1500000,150000,1,1,0.014732,31.213,3017999.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009361,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,8,0.8,8,1500000,150000,2,2,0.014732,31.213,3135699.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009365,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,8,0.8,12,1500000,150000,0,0,0.000977,31.213,2932183.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009306,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,8,0.8,12,1500000,150000,1,1,0.000977,31.213,3042898.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.00931,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,8,0.8,12,1500000,150000,2,2,0.000977,31.213,2866554.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009308,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,8,0.8,16,1500000,150000,0,0,4.5e-05,31.213,3041709.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009283,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,8,0.8,16,1500000,150000,1,1,4.5e-05,31.213,3090137.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009312,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,8,0.8,16,1500000,150000,2,2,4.5e-05,31.213,2658719.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009298,0.0,,,
quotient,uniform,1000000,0.01,0.5,read_mostly,8,0.8,12,1500000,150000,0,0,0.001834,49.8105,2726937.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.251656,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,read_mostly,8,0.8,12,1500000,150000,1,1,0.001834,49.8105,2706525.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.251658,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,read_mostly,8,0.8,12,1500000,150000,2,2,0.001834,49.8105,2794238.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.251605,2.407121,12.0
bloom,uniform,1000000,0.01,0.5,read_mostly,12,0.8,12,1500000,150000,0,0,0.035445,16.7772,105826400.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,uniform,1000000,0.01,0.5,read_mostly,12,0.8,12,1500000,150000,1,1,0.035445,16.7772,107999700.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,uniform,1000000,0.01,0.5,read_mostly,12,0.8,12,1500000,150000,2,2,0.035445,16.7772,98294030.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,12,0.8,8,1500000,150000,0,0,0.003436,33.5544,75526060.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,12,0.8,8,1500000,150000,1,1,0.003436,33.5544,101060100.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,12,0.8,8,1500000,150000,2,2,0.003436,33.5544,129136600.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,12,0.8,12,1500000,150000,0,0,0.000222,33.5544,138534700.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,12,0.8,12,1500000,150000,1,1,0.000222,33.5544,137935500.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,12,0.8,12,1500000,150000,2,2,0.000222,33.5544,137389000.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,12,0.8,16,1500000,150000,0,0,1.4e-05,33.5544,137695600.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,12,0.8,16,1500000,150000,1,1,1.4e-05,33.5544,107021700.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,read_mostly,12,0.8,16,1500000,150000,2,2,1.4e-05,33.5544,130341800.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,12,0.8,8,1500000,150000,0,0,0.014732,31.224,2926762.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009336,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,12,0.8,8,1500000,150000,1,1,0.014732,31.224,2677773.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009347,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,12,0.8,8,1500000,150000,2,2,0.014732,31.224,2692839.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009359,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,12,0.8,12,1500000,150000,0,0,0.000977,31.224,2759391.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009224,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,12,0.8,12,1500000,150000,1,1,0.000977,31.224,2684005.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009225,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,12,0.8,12,1500000,150000,2,2,0.000977,31.224,2686929.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009236,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,12,0.8,16,1500000,150000,0,0,4.5e-05,31.224,2795271.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.00927,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,12,0.8,16,1500000,150000,1,1,4.5e-05,31.224,2737813.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009267,0.0,,,
cuckoo,uniform,1000000,0.01,0.5,read_mostly,12,0.8,16,1500000,150000,2,2,4.5e-05,31.224,2717406.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.009264,0.0,,,
quotient,uniform,1000000,0.01,0.5,read_mostly,12,0.8,12,1500000,150000,0,0,0.001834,49.8098,2370154.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.251703,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,read_mostly,12,0.8,12,1500000,150000,1,1,0.001834,49.8098,2381265.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.251858,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,read_mostly,12,0.8,12,1500000,150000,2,2,0.001834,49.8098,2401100.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.251932,2.407121,12.0
bloom,uniform,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,0,0,0.035445,16.7772,15018220.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,uniform,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,1,1,0.035445,16.7772,15342910.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
bloom,uniform,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,2,2,0.035445,16.7772,16871180.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,1,0.8,8,1500000,150000,0,0,0.003436,33.5544,16929890.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,1,0.8,8,1500000,150000,1,1,0.003436,33.5544,16599930.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,1,0.8,8,1500000,150000,2,2,0.003436,33.5544,14526160.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,0,0,0.000222,33.5544,15505500.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,1,1,0.000222,33.5544,16438780.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,2,2,0.000222,33.5544,16058850.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
xor,uniform,1000000,0.01,0.5,balanced,1,0.8,16,1500000,150000,0,0,1.4e-05,33.5544,16753850.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,,,
